cnt,season,hr,workingday,weathersit,temp,atemp,hum,windspeed,intercept
276,2,20,1,1,0.6,0.6061,0.64,0.194,1.0
398,3,8,1,2,0.66,0.6061,0.83,0.0,1.0
4,2,1,1,1,0.46,0.4545,0.94,0.2836,1.0
24,1,1,0,1,0.2,0.2273,0.59,0.0896,1.0
159,1,10,1,2,0.34,0.2879,0.36,0.4925,1.0
42,4,3,0,1,0.42,0.4242,0.54,0.1343,1.0
106,2,10,1,3,0.54,0.5152,0.88,0.2836,1.0
261,2,21,1,1,0.62,0.5909,0.78,0.1343,1.0
177,3,18,0,2,0.6,0.5455,0.88,0.194,1.0
511,4,18,1,1,0.58,0.5455,0.49,0.3582,1.0
250,2,10,0,2,0.4,0.4091,0.87,0.3284,1.0
118,1,13,0,1,0.26,0.2273,0.35,0.2985,1.0
8,3,5,0,1,0.78,0.7576,0.66,0.0896,1.0
360,4,16,1,1,0.62,0.6212,0.53,0.2239,1.0
601,4,17,1,1,0.32,0.303,0.53,0.2239,1.0
5,1,1,1,1,0.2,0.1515,0.44,0.5224,1.0
37,3,5,1,1,0.66,0.6061,0.83,0.1642,1.0
5,4,4,1,1,0.3,0.2879,0.75,0.2239,1.0
214,3,22,0,1,0.72,0.6818,0.62,0.1642,1.0
36,3,0,1,2,0.68,0.6364,0.79,0.2836,1.0
152,1,19,1,1,0.26,0.2273,0.56,0.3284,1.0
59,1,6,1,1,0.02,0.0455,0.41,0.1642,1.0
108,3,6,1,1,0.62,0.6061,0.61,0.1343,1.0
348,2,12,1,1,0.6,0.6212,0.43,0.194,1.0
233,4,9,1,1,0.26,0.2576,0.6,0.1642,1.0
296,4,15,1,2,0.42,0.4242,0.38,0.1045,1.0
221,1,13,0,1,0.46,0.4545,0.38,0.3881,1.0
345,3,9,1,2,0.74,0.7121,0.74,0.1343,1.0
225,2,19,0,2,0.52,0.5,0.48,0.1045,1.0
8,1,1,1,1,0.3,0.2727,0.42,0.2985,1.0
52,1,10,1,1,0.18,0.1515,0.43,0.3284,1.0
108,1,10,1,1,0.24,0.2879,0.6,0.0,1.0
106,4,22,0,2,0.38,0.3939,0.62,0.1642,1.0
78,1,13,1,1,0.32,0.3485,0.39,0.0,1.0
13,4,5,0,1,0.24,0.2576,0.87,0.0896,1.0
9,3,3,1,1,0.7,0.6667,0.84,0.1045,1.0
62,2,23,1,1,0.36,0.3333,0.4,0.4179,1.0
857,3,18,1,1,0.76,0.697,0.55,0.2836,1.0
14,2,1,1,2,0.6,0.5758,0.78,0.2537,1.0
33,2,5,1,1,0.62,0.6061,0.69,0.2537,1.0
451,2,14,0,1,0.74,0.6515,0.33,0.2239,1.0
30,2,5,1,1,0.6,0.6212,0.53,0.2537,1.0
410,4,7,1,2,0.3,0.2879,0.65,0.194,1.0
36,2,6,0,2,0.5,0.4848,0.77,0.194,1.0
13,1,3,0,1,0.24,0.2879,0.75,0.0,1.0
310,1,15,0,1,0.36,0.3333,0.25,0.2836,1.0
270,3,15,1,1,0.78,0.7424,0.62,0.4627,1.0
27,3,6,0,1,0.64,0.5758,0.89,0.1045,1.0
8,2,2,1,3,0.52,0.5,0.72,0.2985,1.0
245,4,15,1,1,0.64,0.6212,0.5,0.2836,1.0
140,1,21,0,1,0.44,0.4394,0.44,0.2239,1.0
239,2,16,1,2,0.66,0.5909,0.89,0.2836,1.0
459,3,11,0,2,0.74,0.697,0.7,0.2836,1.0
15,4,5,1,3,0.48,0.4697,0.88,0.0896,1.0
210,4,12,1,1,0.42,0.4242,0.35,0.1045,1.0
42,3,7,0,1,0.64,0.6212,0.57,0.2836,1.0
112,3,6,1,1,0.66,0.6212,0.61,0.2985,1.0
7,1,1,1,1,0.1,0.1061,0.36,0.2239,1.0
1,1,2,1,3,0.52,0.5,0.72,0.2985,1.0
180,2,12,1,1,0.86,0.803,0.47,0.1642,1.0
310,4,14,0,2,0.38,0.3939,0.76,0.1343,1.0
188,2,21,1,1,0.64,0.5758,0.89,0.2239,1.0
5,2,4,0,1,0.5,0.4848,0.94,0.0896,1.0
226,4,11,1,1,0.4,0.4091,0.66,0.1045,1.0
128,1,7,1,1,0.18,0.197,0.64,0.1343,1.0
634,2,8,1,1,0.52,0.5,0.55,0.4478,1.0
207,3,9,0,1,0.64,0.5909,0.78,0.2985,1.0
365,4,12,0,2,0.7,0.6515,0.48,0.0896,1.0
90,1,22,1,2,0.26,0.2273,0.44,0.4179,1.0
91,4,22,1,2,0.4,0.4091,0.82,0.0,1.0
127,3,10,1,1,0.7,0.6364,0.42,0.2537,1.0
575,2,11,0,1,0.7,0.6515,0.58,0.0896,1.0
584,2,12,0,1,0.48,0.4697,0.44,0.1045,1.0
118,2,11,1,1,0.9,0.8485,0.42,0.2239,1.0
123,2,10,1,2,0.76,0.6818,0.48,0.194,1.0
317,4,8,1,3,0.62,0.5455,0.94,0.1343,1.0
212,2,9,1,2,0.5,0.4848,0.77,0.2836,1.0
178,3,10,1,1,0.66,0.6212,0.61,0.1045,1.0
153,3,12,1,1,0.84,0.8182,0.56,0.0896,1.0
464,2,19,1,2,0.54,0.5152,0.77,0.2239,1.0
146,4,1,0,1,0.34,0.3333,0.53,0.1343,1.0
230,2,21,1,1,0.5,0.4848,0.42,0.194,1.0
113,2,22,1,2,0.58,0.5455,0.6,0.3881,1.0
34,4,5,1,2,0.62,0.5455,0.94,0.1045,1.0
662,3,19,1,1,0.74,0.697,0.7,0.1642,1.0
64,1,21,1,2,0.22,0.2273,0.87,0.1343,1.0
67,1,12,1,1,0.26,0.2879,0.35,0.0896,1.0
710,2,8,1,2,0.48,0.4697,0.77,0.2239,1.0
105,2,23,1,1,0.62,0.5909,0.73,0.1045,1.0
358,4,18,1,2,0.4,0.4091,0.82,0.2985,1.0
271,2,12,0,1,0.68,0.6364,0.57,0.2537,1.0
26,1,22,0,2,0.3,0.3182,0.42,0.1045,1.0
14,3,2,1,1,0.56,0.5303,0.49,0.1343,1.0
287,1,15,1,1,0.72,0.6515,0.32,0.2239,1.0
122,2,21,1,2,0.5,0.4848,0.72,0.1343,1.0
13,2,3,1,1,0.46,0.4545,0.41,0.2836,1.0
228,1,9,1,3,0.38,0.3939,0.87,0.0,1.0
330,3,16,1,1,0.8,0.7424,0.49,0.2537,1.0
37,4,0,1,1,0.5,0.4848,0.59,0.2836,1.0
348,3,9,0,1,0.7,0.6667,0.74,0.3881,1.0
5,2,3,1,1,0.32,0.303,0.61,0.2537,1.0
154,4,13,1,1,0.4,0.4091,0.4,0.2239,1.0
7,2,5,0,1,0.46,0.4545,0.59,0.1343,1.0
125,1,16,1,1,0.3,0.2879,0.28,0.194,1.0
732,2,17,1,1,0.6,0.6212,0.31,0.3881,1.0
71,4,22,0,1,0.3,0.3333,0.75,0.0,1.0
263,2,18,0,2,0.46,0.4545,0.67,0.3881,1.0
524,4,18,1,1,0.54,0.5152,0.64,0.2836,1.0
123,4,10,1,3,0.52,0.5,0.88,0.4925,1.0
292,1,15,1,1,0.42,0.4242,0.44,0.0,1.0
6,3,4,0,1,0.68,0.6364,0.83,0.2239,1.0
6,3,5,0,1,0.78,0.7424,0.62,0.0,1.0
374,3,19,1,2,0.56,0.5303,0.68,0.1045,1.0
48,2,6,1,2,0.3,0.303,0.49,0.1343,1.0
120,2,23,1,1,0.44,0.4394,0.82,0.1343,1.0
5,2,2,1,1,0.46,0.4545,0.51,0.0,1.0
76,1,6,1,2,0.36,0.3788,0.87,0.0,1.0
122,3,6,1,1,0.66,0.6061,0.83,0.0,1.0
64,3,0,1,1,0.7,0.6667,0.74,0.1343,1.0
71,1,10,1,1,0.14,0.1515,0.5,0.1343,1.0
30,3,10,1,3,0.56,0.5303,0.88,0.1642,1.0
239,2,21,1,1,0.52,0.5,0.52,0.1343,1.0
99,2,6,1,1,0.46,0.4545,0.82,0.1343,1.0
31,4,6,1,3,0.52,0.5,0.83,0.2537,1.0
316,2,21,0,1,0.74,0.6515,0.4,0.194,1.0
7,4,4,1,2,0.6,0.5455,0.88,0.194,1.0
419,4,12,0,1,0.56,0.5303,0.64,0.2239,1.0
528,4,17,0,1,0.46,0.4545,0.38,0.1642,1.0
140,4,21,1,1,0.3,0.3333,0.75,0.0,1.0
6,2,2,1,1,0.52,0.5,0.83,0.0896,1.0
442,4,12,0,1,0.4,0.4091,0.62,0.2836,1.0
285,3,15,1,1,0.92,0.8182,0.29,0.194,1.0
5,1,3,1,1,0.36,0.3485,0.71,0.194,1.0
135,4,23,1,2,0.54,0.5152,0.83,0.1343,1.0
1,2,3,1,3,0.34,0.3333,0.76,0.1642,1.0
55,1,14,0,3,0.22,0.2727,1.0,0.0,1.0
16,1,0,1,3,0.14,0.1364,0.86,0.194,1.0
156,2,9,0,1,0.44,0.4394,0.51,0.3582,1.0
729,3,8,1,2,0.7,0.6667,0.74,0.2537,1.0
189,1,17,1,1,0.32,0.2727,0.49,0.7463,1.0
334,3,20,1,1,0.72,0.6667,0.58,0.2985,1.0
5,1,0,1,1,0.22,0.197,0.44,0.3582,1.0
232,4,20,1,1,0.26,0.2273,0.75,0.3284,1.0
16,2,2,1,1,0.6,0.5455,0.88,0.0,1.0
192,3,15,1,2,0.62,0.5909,0.78,0.1045,1.0
295,2,9,1,2,0.56,0.5303,0.68,0.3582,1.0
10,2,4,1,1,0.52,0.5,0.63,0.0,1.0
45,1,22,0,1,0.24,0.2576,0.44,0.0896,1.0
55,2,19,1,3,0.32,0.303,0.93,0.2239,1.0
33,3,0,1,1,0.66,0.6061,0.78,0.194,1.0
129,2,22,1,2,0.62,0.5606,0.88,0.3284,1.0
230,3,7,1,3,0.66,0.6061,0.83,0.2239,1.0
230,3,21,0,1,0.64,0.5909,0.78,0.0896,1.0
18,1,7,0,2,0.26,0.2424,0.7,0.1343,1.0
289,2,20,1,1,0.46,0.4545,0.31,0.2836,1.0
1,1,3,1,3,0.28,0.2727,0.93,0.1642,1.0
192,2,8,1,2,0.24,0.2273,1.0,0.2537,1.0
522,1,18,1,1,0.54,0.5152,0.37,0.1343,1.0
144,2,23,1,1,0.5,0.4848,0.63,0.1045,1.0
452,3,16,0,1,0.82,0.7424,0.41,0.0,1.0
81,4,23,1,1,0.52,0.5,0.77,0.1045,1.0
349,1,17,1,2,0.22,0.2576,0.32,0.0896,1.0
95,1,7,1,1,0.18,0.2424,0.86,0.0,1.0
26,2,22,0,3,0.54,0.5152,0.94,0.1642,1.0
37,2,6,1,3,0.52,0.5,0.88,0.1343,1.0
37,1,23,1,2,0.28,0.2576,0.93,0.3284,1.0
274,3,11,1,1,0.76,0.6667,0.37,0.0896,1.0
10,3,2,1,1,0.66,0.6061,0.83,0.2239,1.0
172,4,20,0,2,0.34,0.3485,0.66,0.0896,1.0
31,4,20,0,1,0.36,0.3485,0.76,0.1642,1.0
77,1,14,1,1,0.32,0.2879,0.36,0.4179,1.0
466,4,11,0,1,0.4,0.4091,0.58,0.1045,1.0
123,2,23,1,1,0.78,0.7424,0.59,0.1045,1.0
4,1,5,1,1,0.22,0.1818,0.32,0.4627,1.0
3,2,2,1,1,0.7,0.6667,0.79,0.1642,1.0
6,1,3,1,1,0.4,0.4091,0.32,0.3582,1.0
108,2,21,1,2,0.44,0.4394,0.67,0.2836,1.0
199,4,12,1,1,0.56,0.5303,0.56,0.2985,1.0
74,1,7,1,1,0.08,0.1667,0.73,0.0,1.0
120,4,21,1,2,0.42,0.4242,0.94,0.1343,1.0
230,4,15,1,1,0.62,0.6212,0.43,0.2836,1.0
335,3,7,1,1,0.72,0.6667,0.61,0.2836,1.0
5,3,2,1,2,0.54,0.5152,0.88,0.1642,1.0
152,3,8,0,1,0.82,0.8333,0.63,0.194,1.0
96,2,6,1,1,0.3,0.2879,0.65,0.2537,1.0
557,2,8,1,2,0.52,0.5,0.94,0.2836,1.0
106,4,22,1,1,0.36,0.3485,0.71,0.1343,1.0
125,3,22,0,1,0.8,0.7727,0.59,0.194,1.0
273,2,17,1,2,0.4,0.4091,0.76,0.2239,1.0
72,1,12,1,1,0.22,0.2273,0.25,0.1343,1.0
237,3,12,1,1,0.72,0.6515,0.37,0.0,1.0
327,1,12,0,1,0.34,0.303,0.42,0.3582,1.0
706,3,12,0,1,0.66,0.6212,0.36,0.3582,1.0
154,4,15,1,1,0.4,0.4091,0.4,0.2239,1.0
326,1,7,1,1,0.36,0.3485,0.81,0.2239,1.0
489,3,15,0,1,0.86,0.803,0.47,0.1343,1.0
212,3,22,1,1,0.56,0.5303,0.64,0.0896,1.0
534,2,16,0,1,0.82,0.697,0.24,0.194,1.0
141,3,19,1,1,0.66,0.6061,0.83,0.1045,1.0
54,3,0,1,1,0.66,0.6212,0.5,0.1642,1.0
177,4,13,1,1,0.34,0.3182,0.31,0.2239,1.0
236,3,10,1,1,0.72,0.6818,0.66,0.0896,1.0
23,1,1,1,1,0.5,0.4848,0.59,0.1045,1.0
334,4,9,1,1,0.6,0.6061,0.64,0.194,1.0
12,2,5,0,1,0.46,0.4545,0.67,0.0,1.0
487,3,16,0,1,0.86,0.7727,0.39,0.2239,1.0
285,4,13,0,2,0.38,0.3939,0.87,0.2836,1.0
296,2,18,0,2,0.74,0.6818,0.58,0.0896,1.0
318,4,18,1,1,0.34,0.3636,0.61,0.0,1.0
54,1,20,1,1,0.24,0.2576,0.48,0.1045,1.0
288,3,13,1,1,0.8,0.7576,0.55,0.2836,1.0
416,3,20,1,1,0.74,0.697,0.7,0.194,1.0
139,2,13,1,2,0.64,0.6061,0.69,0.4179,1.0
8,2,4,0,2,0.42,0.4242,0.94,0.3284,1.0
24,1,12,1,3,0.3,0.3182,0.81,0.0896,1.0
46,1,11,1,1,0.1,0.1212,0.46,0.1343,1.0
205,1,9,1,1,0.12,0.1364,0.5,0.194,1.0
216,3,15,1,1,0.82,0.7273,0.34,0.3881,1.0
481,2,8,1,1,0.76,0.7121,0.58,0.1642,1.0
14,3,1,1,1,0.64,0.6061,0.73,0.1642,1.0
343,3,16,1,1,0.78,0.7424,0.62,0.1045,1.0
171,4,23,1,1,0.58,0.5455,0.78,0.2239,1.0
184,2,14,1,1,0.4,0.4091,0.24,0.1343,1.0
217,4,15,1,1,0.4,0.4091,0.4,0.2985,1.0
298,2,13,1,1,0.58,0.5455,0.78,0.0896,1.0
282,2,12,1,1,0.64,0.6212,0.41,0.4478,1.0
218,2,13,1,2,0.62,0.6212,0.57,0.2985,1.0
302,2,14,1,1,0.64,0.6212,0.38,0.0,1.0
138,3,23,0,2,0.72,0.6818,0.7,0.1045,1.0
8,4,4,1,1,0.52,0.5,0.83,0.194,1.0
298,4,16,1,1,0.48,0.4697,0.44,0.1642,1.0
182,3,14,1,1,0.7,0.6364,0.42,0.0,1.0
291,4,13,1,1,0.5,0.4848,0.31,0.1045,1.0
76,1,19,1,1,0.34,0.3333,0.53,0.194,1.0
315,1,8,1,1,0.02,0.0606,0.44,0.1343,1.0
58,2,11,1,3,0.28,0.2727,0.93,0.194,1.0
428,4,7,1,1,0.52,0.5,0.83,0.1045,1.0
267,1,19,1,1,0.34,0.3485,0.49,0.1045,1.0
354,2,7,1,1,0.34,0.3333,0.49,0.194,1.0
291,2,15,1,1,0.74,0.6818,0.55,0.2537,1.0
168,4,10,1,1,0.6,0.6061,0.64,0.0,1.0
304,1,7,1,2,0.44,0.4394,0.94,0.1343,1.0
224,2,9,1,1,0.62,0.6212,0.46,0.3582,1.0
142,3,10,0,1,0.7,0.6515,0.61,0.6119,1.0
49,1,11,0,1,0.16,0.1212,0.4,0.5224,1.0
593,2,17,0,2,0.72,0.6515,0.37,0.2537,1.0
448,2,20,1,1,0.68,0.6364,0.36,0.4179,1.0
246,4,7,1,2,0.46,0.4545,0.94,0.1642,1.0
170,4,11,0,1,0.34,0.2879,0.42,0.4925,1.0
222,1,21,1,1,0.44,0.4394,0.51,0.2239,1.0
26,3,5,1,1,0.66,0.6061,0.83,0.1045,1.0
286,3,20,1,1,0.8,0.7576,0.55,0.0,1.0
834,2,17,1,1,0.64,0.6212,0.38,0.4478,1.0
271,3,7,1,2,0.74,0.6667,0.51,0.2239,1.0
7,2,3,1,1,0.6,0.6061,0.6,0.4925,1.0
113,4,22,1,1,0.34,0.3485,0.66,0.1045,1.0
519,4,17,1,1,0.62,0.6212,0.46,0.2537,1.0
218,4,20,1,2,0.54,0.5152,0.73,0.2537,1.0
5,2,4,1,2,0.6,0.5455,0.88,0.1642,1.0
20,3,5,1,1,0.56,0.5303,0.88,0.0,1.0
293,3,9,0,1,0.76,0.697,0.52,0.0,1.0
31,4,5,1,2,0.3,0.2879,0.81,0.2239,1.0
136,1,14,1,1,0.32,0.303,0.36,0.2239,1.0
3,1,4,1,1,0.22,0.2424,0.6,0.1045,1.0
187,3,6,1,2,0.68,0.6364,0.79,0.1045,1.0
134,3,6,1,2,0.72,0.697,0.74,0.1045,1.0
2,4,3,1,1,0.22,0.2273,0.55,0.194,1.0
195,1,8,1,1,0.2,0.1818,0.4,0.2985,1.0
41,2,0,1,1,0.48,0.4697,0.48,0.0,1.0
218,4,14,1,1,0.42,0.4242,0.5,0.194,1.0
278,3,14,1,1,0.7,0.6364,0.37,0.1642,1.0
79,2,6,1,3,0.56,0.5303,0.88,0.2985,1.0
114,4,6,1,1,0.5,0.4848,0.55,0.2537,1.0
133,3,6,1,1,0.72,0.6667,0.58,0.0,1.0
123,1,11,0,1,0.44,0.4394,0.16,0.5821,1.0
25,2,15,1,3,0.34,0.3182,0.87,0.2239,1.0
292,3,7,1,2,0.66,0.5909,0.89,0.1045,1.0
48,1,8,0,1,0.42,0.4242,0.47,0.4925,1.0
120,2,6,1,1,0.4,0.4091,0.43,0.2537,1.0
25,3,0,1,2,0.56,0.5303,0.73,0.1642,1.0
148,4,15,1,2,0.46,0.4545,0.72,0.0896,1.0
174,3,10,1,1,0.8,0.7273,0.43,0.2537,1.0
852,3,18,1,1,0.68,0.6364,0.57,0.2537,1.0
3,2,4,1,3,0.38,0.3939,0.94,0.3284,1.0
106,2,23,1,1,0.6,0.5606,0.83,0.1343,1.0
1,4,4,1,1,0.26,0.2424,0.56,0.2836,1.0
109,1,6,1,2,0.42,0.4242,0.94,0.0,1.0
45,2,2,0,1,0.64,0.5606,0.94,0.194,1.0
28,3,3,0,1,0.46,0.4545,0.72,0.1343,1.0
313,4,12,1,3,0.48,0.4697,0.48,0.2537,1.0
86,2,14,1,1,0.36,0.3333,0.25,0.2537,1.0
178,1,8,1,1,0.1,0.0758,0.49,0.3284,1.0
514,3,14,0,2,0.86,0.7879,0.44,0.1642,1.0
90,1,9,0,1,0.26,0.2273,0.48,0.3881,1.0
291,3,17,1,2,0.54,0.5152,0.88,0.3881,1.0
267,3,21,1,1,0.78,0.7121,0.49,0.2239,1.0
24,3,1,1,1,0.8,0.7879,0.63,0.0,1.0
35,2,20,0,3,0.36,0.3333,0.93,0.4179,1.0
431,2,20,1,2,0.54,0.5152,0.6,0.1343,1.0
39,2,20,0,3,0.5,0.4848,0.82,0.2985,1.0
171,2,23,1,1,0.58,0.5455,0.46,0.1045,1.0
119,1,11,1,2,0.34,0.3485,0.81,0.1045,1.0
10,1,0,1,1,0.32,0.3182,0.87,0.1642,1.0
211,1,11,1,1,0.56,0.5303,0.6,0.1343,1.0
108,2,10,1,2,0.54,0.5152,0.77,0.2239,1.0
4,3,4,1,1,0.66,0.6061,0.78,0.2537,1.0
86,1,16,0,1,0.36,0.3636,0.57,0.1045,1.0
310,2,12,1,2,0.7,0.6667,0.74,0.3582,1.0
6,2,4,1,2,0.56,0.5303,0.64,0.1343,1.0
509,1,16,0,1,0.5,0.4848,0.31,0.3582,1.0
149,4,10,1,2,0.6,0.5909,0.69,0.1343,1.0
612,3,19,1,1,0.72,0.6515,0.28,0.2239,1.0
265,2,9,0,1,0.42,0.4242,0.54,0.1343,1.0
185,3,12,1,1,0.82,0.7879,0.56,0.194,1.0
5,2,3,1,1,0.44,0.4394,0.88,0.1343,1.0
529,1,17,1,1,0.54,0.5152,0.24,0.4478,1.0
151,2,22,1,1,0.46,0.4545,0.72,0.2239,1.0
9,1,2,1,2,0.44,0.4394,0.62,0.2239,1.0
229,3,20,0,1,0.74,0.697,0.7,0.2985,1.0
265,3,16,1,1,0.86,0.7727,0.39,0.2239,1.0
551,3,14,0,1,0.84,0.7273,0.3,0.2985,1.0
234,1,7,1,1,0.16,0.1818,0.86,0.1045,1.0
167,4,9,1,2,0.52,0.5,0.94,0.194,1.0
370,4,14,0,1,0.74,0.6515,0.37,0.0,1.0
38,2,18,0,2,0.5,0.4848,0.94,0.3881,1.0
15,1,1,1,2,0.44,0.4394,0.58,0.2836,1.0
53,1,21,1,2,0.3,0.2879,0.52,0.2537,1.0
646,3,8,1,3,0.7,0.6667,0.79,0.0,1.0
195,2,21,1,1,0.56,0.5303,0.64,0.1045,1.0
39,3,1,1,1,0.7,0.6515,0.65,0.1045,1.0
136,3,9,1,3,0.62,0.5455,0.94,0.1642,1.0
62,1,22,1,2,0.24,0.2576,0.7,0.0896,1.0
211,4,15,1,2,0.42,0.4242,0.88,0.0,1.0
4,2,4,0,1,0.56,0.5303,0.88,0.2537,1.0
32,3,0,1,1,0.52,0.5,0.59,0.1045,1.0
45,2,21,0,2,0.42,0.4242,0.44,0.2239,1.0
7,1,0,1,2,0.24,0.2273,0.65,0.2239,1.0
8,1,3,0,2,0.16,0.2273,0.59,0.0,1.0
3,1,5,1,1,0.16,0.1364,0.47,0.2836,1.0
104,2,0,0,1,0.62,0.5606,0.88,0.1343,1.0
20,1,5,1,2,0.3,0.3333,0.7,0.0,1.0
69,1,21,0,1,0.18,0.1515,0.74,0.3284,1.0
136,3,23,1,1,0.7,0.6667,0.84,0.0896,1.0
134,4,10,1,2,0.42,0.4242,0.71,0.3284,1.0
129,1,10,0,2,0.16,0.1364,0.74,0.2836,1.0
34,4,0,1,1,0.3,0.303,0.52,0.1642,1.0
50,2,1,1,1,0.7,0.6515,0.58,0.2985,1.0
6,3,3,1,1,0.7,0.6667,0.79,0.0,1.0
214,3,14,1,1,0.94,0.8333,0.29,0.2537,1.0
175,2,11,1,1,0.3,0.303,0.31,0.1642,1.0
101,2,11,1,2,0.32,0.2879,0.7,0.3582,1.0
77,1,17,0,1,0.3,0.2879,0.56,0.194,1.0
2,1,4,1,1,0.22,0.197,0.69,0.3582,1.0
287,2,8,1,1,0.24,0.2121,0.35,0.3582,1.0
9,3,2,1,1,0.54,0.5152,0.77,0.0,1.0
4,1,3,0,1,0.22,0.2727,0.72,0.0,1.0
93,1,15,0,2,0.2,0.2121,0.47,0.1642,1.0
5,2,4,0,1,0.6,0.5455,0.88,0.0896,1.0
892,3,18,1,1,0.58,0.5455,0.4,0.2836,1.0
145,1,19,1,1,0.28,0.2879,0.26,0.1343,1.0
349,2,19,1,1,0.6,0.5909,0.69,0.2537,1.0
5,2,4,0,1,0.24,0.2424,0.7,0.1642,1.0
93,1,19,1,3,0.32,0.303,0.93,0.2239,1.0
281,1,19,1,2,0.36,0.3485,0.5,0.1642,1.0
123,4,11,1,2,0.66,0.5909,0.89,0.1045,1.0
360,3,13,0,2,0.96,0.8636,0.31,0.2537,1.0
4,4,3,1,1,0.22,0.2424,0.64,0.1045,1.0
540,4,18,1,2,0.32,0.303,0.49,0.2239,1.0
8,3,2,1,1,0.68,0.6364,0.74,0.0,1.0
34,2,6,1,3,0.38,0.3939,0.94,0.2239,1.0
266,2,16,1,1,0.86,0.803,0.47,0.2985,1.0
447,4,15,0,1,0.42,0.4242,0.47,0.0,1.0
43,4,1,0,2,0.3,0.2879,0.52,0.2537,1.0
267,4,16,1,1,0.52,0.5,0.48,0.194,1.0
185,4,14,1,2,0.4,0.4091,0.5,0.2239,1.0
16,1,6,1,1,0.12,0.1515,0.93,0.1343,1.0
391,3,15,0,3,0.64,0.5758,0.89,0.2836,1.0
32,2,7,0,3,0.48,0.4697,1.0,0.0,1.0
102,4,0,1,1,0.56,0.5303,0.73,0.0,1.0
14,1,6,0,1,0.26,0.2273,0.41,0.3881,1.0
485,3,11,0,1,0.82,0.7576,0.46,0.1343,1.0
481,3,7,1,2,0.62,0.5758,0.83,0.0896,1.0
13,1,7,0,1,0.24,0.2121,0.56,0.3582,1.0
2,2,4,0,1,0.34,0.3333,0.49,0.1642,1.0
140,3,6,1,1,0.68,0.6364,0.79,0.1343,1.0
331,3,15,0,1,0.86,0.7273,0.19,0.1642,1.0
365,3,19,1,1,0.82,0.7727,0.52,0.2836,1.0
575,4,17,0,1,0.62,0.6212,0.35,0.2836,1.0
30,3,3,0,1,0.62,0.5606,0.88,0.194,1.0
74,3,0,0,1,0.7,0.6667,0.74,0.194,1.0
18,1,5,1,1,0.4,0.4091,0.5,0.1642,1.0
233,3,10,1,2,0.72,0.6818,0.62,0.194,1.0
192,3,22,1,1,0.72,0.6818,0.62,0.3284,1.0
338,3,19,0,1,0.68,0.6364,0.83,0.0,1.0
83,2,21,0,1,0.5,0.4848,0.42,0.194,1.0
496,3,18,1,1,0.72,0.6515,0.45,0.2239,1.0
36,1,22,1,2,0.16,0.2273,0.69,0.0,1.0
508,2,17,1,2,0.66,0.6212,0.69,0.2537,1.0
214,4,12,1,1,0.62,0.6212,0.43,0.3284,1.0
209,4,8,1,2,0.56,0.5303,0.9,0.1642,1.0
362,2,12,1,1,0.58,0.5455,0.53,0.194,1.0
167,3,6,1,2,0.64,0.5758,0.89,0.3284,1.0
379,3,19,0,1,0.76,0.697,0.55,0.2836,1.0
219,1,11,1,1,0.54,0.5152,0.73,0.2836,1.0
185,2,10,1,1,0.64,0.6061,0.65,0.1343,1.0
289,2,18,0,1,0.58,0.5455,0.37,0.1642,1.0
239,3,13,1,1,0.84,0.7879,0.49,0.2836,1.0
108,4,11,1,2,0.46,0.4545,0.67,0.3881,1.0
11,4,2,1,1,0.62,0.5455,0.94,0.1045,1.0
4,4,3,1,2,0.38,0.3939,0.94,0.1045,1.0
26,2,3,0,1,0.62,0.5606,0.88,0.1045,1.0
35,2,0,1,3,0.6,0.5606,0.83,0.2239,1.0
113,1,11,1,1,0.44,0.4394,0.72,0.1642,1.0
461,2,7,1,1,0.6,0.6212,0.43,0.2537,1.0
35,1,15,1,3,0.42,0.4242,1.0,0.2985,1.0
4,1,3,1,1,0.34,0.3333,0.53,0.194,1.0
1,1,4,1,1,0.3,0.2879,0.49,0.194,1.0
391,3,20,1,1,0.72,0.6818,0.66,0.2239,1.0
87,2,22,0,2,0.36,0.3485,0.93,0.1343,1.0
133,3,8,0,2,0.7,0.6667,0.84,0.1343,1.0
38,1,14,1,3,0.22,0.2727,0.8,0.0,1.0
44,2,0,1,2,0.46,0.4545,0.88,0.2239,1.0
24,2,2,0,1,0.26,0.2727,0.7,0.1343,1.0
233,3,11,1,1,0.84,0.7273,0.32,0.0896,1.0
276,1,17,1,2,0.24,0.2576,0.96,0.1045,1.0
58,3,20,1,3,0.62,0.5758,0.83,0.2985,1.0
127,2,23,1,1,0.58,0.5455,0.88,0.1343,1.0
4,4,1,1,2,0.36,0.3788,1.0,0.0,1.0
18,4,6,0,1,0.36,0.3788,0.71,0.0,1.0
223,1,8,1,1,0.2,0.1818,0.32,0.3582,1.0
19,1,23,1,3,0.16,0.197,0.93,0.0896,1.0
175,4,8,0,1,0.48,0.4697,0.55,0.3582,1.0
2,1,2,1,2,0.18,0.1818,0.64,0.194,1.0
14,3,5,0,1,0.58,0.5455,0.73,0.1045,1.0
41,3,2,0,2,0.64,0.6061,0.69,0.2239,1.0
291,4,11,1,1,0.54,0.5152,0.52,0.194,1.0
354,1,17,0,1,0.36,0.3788,0.23,0.0,1.0
133,2,7,1,1,0.22,0.197,0.41,0.3582,1.0
158,2,22,1,1,0.5,0.4848,0.51,0.0,1.0
1,1,4,1,1,0.2,0.197,0.51,0.194,1.0
